TCS #, Main , Midblock Route , Side 1 Route , Side 2 Route ,Activation Date,Latitude,Longitude,Count Date,8 Peak Hr Vehicle Volume,8 Peak Hr Pedestrian Volume
796, CALEDONIA RD ,, KITCHENER AVE ,,10/23/1962,43.689020000,-79.460540000,04-26-2010,7984,569
797, CALEDONIA RD ,, CASTLEFIELD AVE ,,10/23/1962,43.698460000,-79.463510000,10-22-2012,17695,330
798, CASTLEFIELD AVE ,, KINCORT ST ,,08/16/1967,43.697030000,-79.467950000,08-15-2011,9947,67
799, OAKWOOD AVE ,, ROGERS RD ,,03/14/1969,43.687150000,-79.438680000,09-20-2011,13218,1539
800, ROGERS RD ,, CALEDONIA RD ,,10/23/1962,43.683110000,-79.458010000,04-27-2010,16541,1438
801, ROGERS RD ,, SILVERTHORN AVE ,,10/23/1962,43.682790000,-79.463310000,06-14-2010,9706,1050
802, VAUGHAN RD ,, WINONA DR ,,08/25/1960,43.689930000,-79.435750000,03-13-2013,6617,219
803, OAKWOOD AVE ,, VAUGHAN RD ,,08/25/1960,43.692660000,-79.440820000,02-15-2018,12014,1273
804, MARLEE AVE ,, GLENCAIRN AVE ,,01/31/1958,43.709000000,-79.443780000,09-19-2011,13277,952
805, MARLEE AVE ,, ROSELAWN AVE ,,12/16/1969,43.702270000,-79.441080000,09-20-2011,13325,1280
806, CUMMER AVE ,, WILLOWDALE AVE ,,09/29/1964,43.788670000,-79.409930000,12-08-2011,16804,278
807, FINCH AVE E ,, WILLOWDALE AVE ,,09/17/1964,43.781650000,-79.407090000,02-22-2017,24035,641
808, FINCH AVE W ,, SENTINEL RD ,,03/12/1968,43.761080000,-79.499970000,07-06-2016,19759,3050
809, FINCH AVE W ,, 400 N FINCH E RAMP ,,07/16/1969,43.754930000,-79.528610000,12-07-2016,35518,26
810, FINCH AVE W ,, SIGNET DR , ARROW RD ,07/02/1968,43.753310000,-79.536250000,12-03-2009,34065,435
811, FINCH AVE W ,, MILVAN DR , RUMIKE RD ,02/27/1968,43.749990000,-79.552270000,11-29-2010,23803,1329
812, FINCH AVE W ,, SENLAC RD ,,11/28/1966,43.776510000,-79.430230000,11-29-2016,17028,557
813, WILSON AVE ,, CLAYSON RD , PRIVATE ACCESS ,06/07/1965,43.717740000,-79.523030000,06-11-2016,14275,152
814, WILSON AVE ,, HWY 401 WB OFF RAMP ,,11/23/1964,43.736620000,-79.437850000,06-15-2015,15426,655
815, WILSON AVE ,, LEXFIELD AVE , HIGHVIEW AVE ,03/12/1968,43.723410000,-79.496800000,04-07-2016,14784,461
816, EASTERN AVE ,, CHERRY ST , SUMACH ST ,12/17/1964,43.653900000,-79.358500000,05-04-2016,15431,1266
817, BROADVIEW AVE ,, EASTERN AVE ,,12/15/1950,43.656650000,-79.348860000,04-27-2016,13578,226
818, EASTERN AVE ,, LOGAN AVE ,,08/10/1953,43.657870000,-79.341377000,08-17-2015,10832,609
819, EASTERN AVE ,, CARLAW AVE ,,06/28/1951,43.658420000,-79.338940000,06-11-2016,13597,385
820, LAKE SHORE BLVD E ,, CHERRY ST ,,09/20/1968,43.648190000,-79.354750000,11-30-2009,10659,390
821, QUEENS QUAY E ,, LOWER JARVIS ST ,,12/06/1962,43.643940000,-79.368970000,03-30-2009,7542,922
822, DON MILLS RD ,, WYNFORD DR ,,01/01/1961,43.723050000,-79.339560000,03-31-2009,25791,1249
823, TRETHEWEY DR ,, TODD BAYLIS BLVD , PRIVATE ACCESS ,06/08/1980,43.695230000,-79.487610000,05-05-2011,8060,573
824, WOODBINE AVE ,, CORLEY AVE , EASTWOOD RD ,12/14/1955,43.676480000,-79.308940000,04-02-2015,10426,698
825, COLLEGE ST ,, MC CAUL ST ,,12/05/1961,43.659210000,-79.393450000,01-17-2017,11346,7722
826, COLLEGE ST ,, AUGUSTA AVE ,,12/21/1961,43.657430000,-79.403180000,01-17-2017,10055,3491
827, COLLEGE ST ,, BEVERLEY ST , ST GEORGE ST ,08/17/1929,43.658700000,-79.395980000,01-16-2017,13259,16624
828, COLLEGE ST ,, GRACE ST ,,03/18/1952,43.655000000,-79.415610000,01-14-2017,7478,4262
829, COLLEGE ST ,, OSSINGTON AVE ,,10/06/1948,43.654430000,-79.422680000,01-16-2017,13223,5290
830, COLLEGE ST ,, DOVERCOURT RD ,,08/10/1948,43.653640000,-79.426380000,01-16-2017,11340,4611
831, COLLEGE ST ,, LANSDOWNE AVE ,,10/14/1948,43.651000000,-79.440020000,01-14-2017,11489,1621
832, RONCESVALLES AVE ,, HIGH PARK BLVD , FERMANAGH AVE ,11/15/1955,43.646360000,-79.449030000,07-11-2013,6002,2052
833, RONCESVALLES AVE ,, HOWARD PARK AVE ,,01/01/1962,43.651520000,-79.451040000,01-19-2009,8973,1781
834, HARBORD ST ,, BRUNSWICK AVE ,,05/30/1950,43.662270000,-79.405970000,04-29-2010,8846,1887
835, HARBORD ST ,, GRACE ST ,,03/08/1955,43.659960000,-79.417470000,05-12-2010,9549,1833
836, OSSINGTON AVE ,, HARBORD ST ,,09/20/1956,43.658540000,-79.424310000,04-26-2012,11364,894
837, ST GEORGE ST ,, WILLCOCKS ST ,,01/24/1963,43.662100000,-79.397600000,02-06-2012,5840,5051
838, ST GEORGE ST ,, HARBORD ST , HOSKIN AVE ,11/19/1948,43.664110000,-79.398410000,01-13-2010,10431,21163
839, HOSKIN AVE ,, TOWER RD ,,09/20/1960,43.664700000,-79.395720000,10-03-2011,6686,3033
840, DUPONT ST ,, SPADINA RD ,,03/07/1941,43.674880000,-79.407110000,04-28-2016,20652,4549
841, DUPONT ST ,, CHRISTIE ST ,,01/04/1946,43.671650000,-79.421560000,06-11-2016,15016,2610
842, DUPONT ST ,, OSSINGTON AVE ,,08/29/1952,43.670110000,-79.429040000,06-11-2016,15570,1091
843, DOVERCOURT RD ,, DUPONT ST ,,06/20/1957,43.669730000,-79.432730000,06-11-2016,15077,691
844, LANSDOWNE AVE ,, DUPONT ST ,,10/15/1948,43.666750000,-79.446420000,06-11-2016,18677,2331
845, DUPONT ST ,, SYMINGTON AVE ,,05/31/1950,43.665760000,-79.451260000,06-11-2016,13417,1581
846, ANNETTE ST ,, HIGH PARK AVE ,,01/06/1950,43.662880000,-79.469240000,05-28-2009,10236,1068
847, ANNETTE ST ,, RUNNYMEDE RD ,,01/10/1948,43.660060000,-79.479970000,08-11-2011,12443,1346
848, RUNNYMEDE RD ,, ST JOHNS RD ,,02/23/1966,43.663820000,-79.481340000,08-20-2009,7148,765
849, HALLAM ST ,, DOVERCOURT RD ,,06/16/1961,43.667171800,-79.431698200,06-14-2012,7058,1267
850, OSSINGTON AVE ,, HALLAM ST ,,01/03/1957,43.667960000,-79.428130000,08-15-2013,8371,699
851, LANSDOWNE AVE ,, WALLACE AVE ,,11/27/1961,43.662356100,-79.444427100,08-27-2012,10502,1974
852, SPADINA RD ,, LONSDALE RD ,,01/01/1967,43.688690000,-79.412650000,08-13-2009,8695,4816
853, SPADINA RD ,, OLD FOREST HILL RD ,,01/01/1967,43.699010000,-79.417040000,12-11-2008,9339,664
854, DUPLEX AVE ,, CASTLEFIELD AVE ,,06/03/1954,43.711490000,-79.401250000,10-10-2012,7313,1144
855, DUPLEX AVE ,, GLENGROVE AVE W ,,07/04/1953,43.718891000,-79.403949000,10-22-2012,6313,720
856, YONGE ST ,, PATRICIA AVE ,,09/16/1977,43.790260000,-79.418130000,07-03-2012,24599,1121
857, WILSON AVE ,, DUBRAY AVE ,,07/01/1970,43.728210000,-79.477750000,03-08-2016,17962,1641
858, LAWRENCE AVE E ,, ORTON PARK RD ,,10/14/1969,43.764070000,-79.205630000,12-16-2010,15279,654
859, DANFORTH RD ,, SAVARIN ST ,,08/01/1970,43.743240000,-79.245030000,05-26-2016,13257,748
860, ST CLAIR AVE W ,, DEER PARK CRES ,,09/18/1969,43.687300000,-79.398000000,08-24-2015,11639,6520
861, SHEPPARD AVE W ,, ARROW RD ,,02/01/1970,43.735740000,-79.529340000,03-01-2014,10062,34
862, SHEPPARD AVE E ,, MIDLAND AVE ,,08/27/1969,43.785370000,-79.278550000,12-10-2016,24715,1223
863, SHEPPARD AVE E ,, ALLANFORD RD ,,10/12/1969,43.782140000,-79.293460000,04-02-2014,14419,1398
864, VICTORIA PARK AVE ,, CONSUMERS RD , MEADOWACRES DR ,08/24/1971,43.771940000,-79.321550000,10-17-2013,31063,2504
865, EVANS AVE ,, EVANS W 427 C N RAMP ,,11/20/1969,43.611250000,-79.546720000,11-24-2016,14078,51
866, EVANS AVE ,, 427 C S EVANS RAMP , EVANS BROWNS LI RAMP ,08/07/1969,43.610558438,-79.549338547,11-24-2016,13799,208
867, YONGE ST ,, GROSVENOR ST ,,02/17/1970,43.663010000,-79.383760000,11-07-2016,8449,11734
868, LESLIE ST ,, FINCH AVE E ,,06/25/1969,43.790050000,-79.368120000,11-23-2015,29661,1294
869, FINCH AVE E ,, DON MILLS RD ,,12/30/1970,43.792680000,-79.354720000,02-10-2011,32467,2482
870, FINCH AVE W ,, NORFINCH DR , OAKDALE RD ,11/27/1969,43.755970000,-79.524280000,09-25-2012,36041,1708
871, WARDEN AVE ,, HUNTINGWOOD DR ,,05/02/1970,43.785500000,-79.310940000,02-06-2012,20990,341
872, BAYVIEW AVE ,, GARNIER CRT , NEWTON DR ,11/26/1986,43.799150000,-79.395160000,01-30-2018,16921,640
873, DUFFERIN ST ,, PLAYFAIR AVE , WENDERLY DR ,01/05/1990,43.710710000,-79.454010000,04-11-2016,17383,1486
874, BURNHAMTHORPE RD ,, RENFORTH DR ,,10/11/1969,43.643357000,-79.572447600,12-05-2016,20486,312
875, BURNHAMTHORPE RD ,, THE WEST MALL ,,06/17/1969,43.644630000,-79.567200000,12-05-2016,26965,1668
876, QUEEN ST E ,, PAPE AVE ,,08/31/1970,43.661630000,-79.337670000,08-27-2009,8561,2583
877, MARKHAM RD ,, PAINTED POST DR ,,12/19/1969,43.767620000,-79.228330000,04-08-2014,15510,500
878, MARKHAM RD ,, PROGRESS AVE ,,07/09/1969,43.781830000,-79.233930000,04-05-2014,31295,475
879, MARTIN GROVE RD ,, RATHBURN RD ,,09/29/1969,43.657110000,-79.555190000,05-09-2016,13280,152
880, EGLINTON AVE W ,, BLACKTHORN AVE ,,06/08/1970,43.691980000,-79.465350000,10-15-2012,14756,743
881, DUNDAS ST W ,, CLOVERDALE MALL , 427 C N DUNDAS RAMP ,12/18/1969,43.628949683,-79.555132846,04-12-2017,20729,132
882, DUNDAS ST W ,, THE WEST MALL ,,07/07/1972,43.627990154,-79.559091566,12-12-2017,28800,33
883, DUNDAS ST W ,, NEILSON DR , WEST MALL CRES ,09/18/1969,43.627380000,-79.562370000,11-25-2015,28100,223
884, BERMONDSEY RD ,, SUNRISE AVE ,,07/29/1970,43.716990000,-79.313310000,02-19-2013,8166,142
885, BIRCHMOUNT RD ,, COMSTOCK RD , PRIVATE ACCESS ,08/13/1970,43.723720000,-79.275310000,12-14-2016,10556,217
886, BIRCHMOUNT RD ,, BERTRAND AVE ,,08/13/1970,43.735227000,-79.279862000,12-14-2016,17228,177
887, THE QUEENSWAY ,, 427 C S QUEENSWAY RAMP , SHERWAY GARDENS RD ,11/20/1969,43.615012746,-79.552462344,12-15-2011,31020,26
888, KIPLING AVE ,, KINGSVIEW BLVD ,,02/26/1970,43.696940000,-79.559840000,05-19-2015,13903,310
889, ELLESMERE RD ,, SCARBOROUGH GOLF CLUB RD , HELICON GT ,12/16/1969,43.778535000,-79.222234000,02-27-2016,13183,190
890, FINCH AVE W ,, WILMINGTON AVE ,,05/21/1970,43.770270000,-79.460710000,11-29-2016,16903,698
891, KINGSTON RD ,, GLEN EVEREST RD ,,02/06/1970,43.697780000,-79.256580000,02-09-2010,10822,349
892, EVANS AVE ,, THE EAST MALL ,,01/01/1967,43.611920000,-79.543790000,07-30-2013,13636,131
893, BROWNS LINE ,, EVANS BROWNS LI RAMP ,,11/27/1969,43.609060958,-79.548308551,04-04-2017,17551,106
894, DUFFERIN ST ,, WINGOLD AVE , PRIVATE ACCESS ,01/29/1970,43.703870000,-79.452460000,04-11-2016,16771,763
895, BAY ST ,, YORKVILLE AVE ,,08/01/1970,43.671390000,-79.390170000,10-18-2016,11870,8385
896, BAY ST ,, DAVENPORT RD ,,06/30/1970,43.673090000,-79.390840000,03-29-2016,15657,1507
897, DON MILLS RD ,, HAVENBROOK BLVD , PARKWAY FOREST DR ,01/01/1965,43.769590000,-79.346500000,06-18-2013,21973,1176
898, PARKWOODS VILLAGE DR ,, GISBURN RD ,,06/29/1970,43.760160000,-79.322010000,04-05-2016,11826,800
899, BATHURST ST ,, CEDARCROFT BLVD , PATRICIA AVE ,08/26/1970,43.783940000,-79.445530000,09-04-2013,24124,1265
900, DUPONT ST ,, SHAW ST ,,10/08/1970,43.670558100,-79.426597600,04-28-2016,11994,867
901, ELLESMERE RD ,, NEILSON RD ,,06/26/1970,43.782680000,-79.204970000,02-27-2016,10871,1490
902, MARTIN GROVE RD ,, MERCURY RD , WESTHUMBER BLVD ,07/13/1970,43.726060000,-79.586690000,05-03-2016,10638,217
903, DUNDAS ST E ,, SUMACH ST ,,08/14/1970,43.660700000,-79.360460000,04-13-2015,8486,1513
904, THE EAST MALL ,, EAST MALL CRES ,,07/15/1970,43.631370000,-79.552390000,11-25-2014,13881,233
905, EGLINTON AVE W ,, JANE ST ,,11/27/1970,43.684510000,-79.498810000,08-18-2011,29408,1265
906, SHEPPARD AVE E ,, CONSUMERS RD , BRIAN DR ,06/22/1970,43.775160000,-79.331220000,10-17-2013,20361,1571
907, EGLINTON AVE W ,, THE EAST MALL , 427 C N EGLINTON RAMP ,01/01/1960,43.671880000,-79.571280000,12-07-2011,17176,127
908, ISLINGTON AVE ,, JUTLAND RD ,,10/21/1970,43.628990000,-79.516970000,09-18-2013,18102,708
909, YONGE ST ,, GOULD ST ,,08/28/1984,43.657420000,-79.381340000,11-05-2016,4591,11381
910, BLOOR ST W ,, SHAVER AVE N , SHAVER AVE S ,07/30/1970,43.639040000,-79.547760000,09-19-2012,14424,333
911, THE QUEENSWAY ,, THE EAST MALL ,,11/20/1969,43.616470000,-79.546250000,09-04-2013,28554,222
912, THE QUEENSWAY ,, THE WEST MALL ,,10/08/1970,43.612350000,-79.562660000,09-19-2017,28233,70
913, BAY ST ,, ELM ST ,,12/14/1970,43.657290000,-79.384380000,11-10-2016,12509,16952
914, WARDEN AVE ,, MANHATTAN DR ,,10/12/1970,43.751960000,-79.297390000,05-05-2015,19109,230
915, DUNDAS ST W ,, EAST MALL CRES ,,05/15/1969,43.630410000,-79.549830000,02-14-2013,26788,850
916, YORK MILLS RD ,, LESMILL RD , YORK MILLS ACCESS RAMP ,12/23/1970,43.754710000,-79.352020000,03-09-2016,20963,1872
917, THE QUEENSWAY ,, NORTH QUEEN ST , PRIVATE ACCESS ,02/17/1971,43.614250000,-79.556180000,01-21-2009,26239,684
918, BATHURST ST ,, VESTA DR , RIDGE HILL DR ,12/23/1970,43.703400000,-79.425900000,04-01-2015,15765,1016
919, KENNEDY RD ,, 401 C W KENNEDY RD RAMP ,,08/21/1970,43.776260650,-79.285373477,12-12-2017,34082,49
920, KENNEDY RD ,, 401 C E KENNEDY RD RAMP , WILLIAM KITCHEN RD ,08/21/1970,43.773134016,-79.284070759,06-23-2011,36406,137
921, YONGE ST ,, CHARLES ST E ,,06/30/1971,43.668690000,-79.386090000,08-11-2010,12471,12829
922, PARLIAMENT ST ,, WINCHESTER ST ,,06/05/1971,43.665880000,-79.368610000,02-29-2012,8778,4496
923, EVANS AVE ,, EVANS CRT , SHERWAY GT ,02/17/1971,43.608990000,-79.556420000,07-31-2013,13646,277
924, BLOOR ST W ,, MILL RD ,,06/24/1970,43.632054600,-79.575145700,09-18-2012,11986,826
925, RENFORTH DR ,, RENFORTH 427 S RAMP ,,09/15/1989,43.667630030,-79.590775204,07-20-2017,22639,8
926, EGLINTON AVE W ,, RENFORTH DR ,,06/26/1970,43.666130000,-79.587600000,01-19-2017,24741,514
927, WARDEN AVE ,, ARKONA DR , CLOVERLEAF GT ,08/12/1972,43.773120000,-79.305290000,11-12-2014,23944,353
928, KEELE ST ,, BROADOAKS DR ,,12/07/1971,43.757450000,-79.489500000,02-23-2016,15375,1532
929, THE WEST MALL ,, SHERWAY DR ,,02/17/1971,43.609430000,-79.560280000,03-28-2011,13642,1478
930, LAKE SHORE BLVD W ,, ONTARIO DR , REMEMBRANCE DR ,08/23/1959,43.630456000,-79.419834000,01-24-2018,24528,189
931, ELLESMERE RD ,, DORMINGTON DR , GANDER DR ,08/25/1971,43.777610000,-79.226600000,02-10-2016,13956,857
932, LAWRENCE AVE E ,, CARNFORTH RD , PRIVATE ACCESS ,08/27/1971,43.741540000,-79.314210000,04-09-2009,27327,1123
933, JANE ST ,, YORKWOODS GT , FIRGROVE CRES ,08/25/1971,43.750730000,-79.516070000,12-16-2014,14032,1355
934, STEELES AVE E ,, LESLIE ST ,,08/23/1971,43.808560000,-79.372450000,01-24-2018,28358,212
935, STEELES AVE E ,, LAURELEAF RD S ,,09/09/1971,43.805600000,-79.385780000,03-26-2014,21204,301
936, RATHBURN RD ,, THE EAST MALL ,,10/11/1970,43.654990000,-79.564230000,03-19-2008,11853,476
937, RATHBURN RD ,, THE WEST MALL ,,10/11/1970,43.653020000,-79.572550000,03-06-2017,13816,725
938, SHEPPARD AVE E ,, MCCOWAN RD ,,07/14/1971,43.789640000,-79.258830000,05-02-2015,34425,2423
939, MCCOWAN RD ,, 401 C W MCCOWAN RD S RAMP ,,07/21/1971,43.782723460,-79.255451560,05-02-2015,38670,206
940, MCCOWAN RD ,, CONSILIUM PL , 401 C E MCCOWAN RD RAMP ,07/21/1971,43.779600000,-79.254112000,05-02-2015,34231,99
941, PHARMACY AVE ,, COMSTOCK RD ,,06/10/1971,43.719320000,-79.294910000,02-08-2018,19646,325
942, WESTON RD ,, OAK ST , PRIVATE ACCESS ,10/14/1971,43.707770000,-79.533540000,01-17-2012,17286,588
943, JANE ST ,, JOHN ST , PRIVATE ACCESS ,10/29/1971,43.706650000,-79.504810000,09-27-2010,16819,1034
944, DANFORTH AVE ,, MONARCH PARK AVE ,,11/17/1971,43.682600000,-79.327140000,05-07-2015,11318,1972
945, YONGE ST ,, POYNTZ AVE , PRIVATE ACCESS ,08/26/1987,43.759980000,-79.410520000,12-02-2015,33436,3822
946, KIPLING AVE ,, TORLAKE CRES , PRIVATE ACCESS ,10/09/1971,43.611560000,-79.522540000,12-16-2014,10565,114
947, ISLINGTON AVE ,, FINCH AVE W ,,03/09/1971,43.746250000,-79.568600000,04-26-2014,24836,596
948, BURNHAMTHORPE RD ,, THE EAST MALL ,,11/05/1970,43.646330000,-79.560040000,12-03-2016,20250,515
949, BURNHAMTHORPE RD ,, 427 C N BURNHAMTHORPE RAMP ,,09/29/1971,43.645854747,-79.561867640,12-13-2016,27046,69
950, BURNHAMTHORPE RD ,, 427 C S RATHBURN E RAMP ,,09/29/1971,43.645080301,-79.565149937,05-20-2015,26578,147
951, MCCOWAN RD ,, BRIMORTON DR ,,09/15/1971,43.765440000,-79.248940000,04-29-2015,18068,319
952, LESLIE ST ,, CUMMER AVE , MCNICOLL AVE ,12/20/1971,43.801320000,-79.370710000,11-08-2016,18360,1448
953, DIXON RD ,, ATTWELL DR , SKYWAY AVE ,01/01/1971,43.687960000,-79.586810000,11-29-2016,23800,543
954, EGLINTON AVE W ,, 27 401 427 EGLINTON E RAMP ,,01/01/1971,43.673944029,-79.567555215,12-12-2011,30975,0
955, ISLINGTON AVE ,, ST ANDREWS BLVD , PRIVATE ACCESS ,08/29/1975,43.701340000,-79.548660000,04-24-2014,19941,1212
956, KEELE ST ,, CANARCTIC DR , YORK BLVD ,07/01/1972,43.775260000,-79.493990000,02-23-2016,16169,891
957, MARKHAM RD ,, TUXEDO CRT ,,12/21/1971,43.779560000,-79.232960000,03-29-2014,25842,807
958, WARDEN AVE ,, METROPOLITAN RD ,,12/17/1971,43.767230000,-79.302790000,11-19-2014,25357,126
959, KENNEDY RD ,, WICKWARE GT , PRIVATE ACCESS ,12/30/1971,43.753250000,-79.276290000,08-05-2015,19566,416
960, FINCH AVE W ,, DUNCANWOODS DR , ARDWICK BLVD ,12/20/1971,43.748820000,-79.557680000,07-21-2010,17376,1441
961, FINCH AVE W ,, DRIFTWOOD AVE ,,01/12/1971,43.758080000,-79.513390000,07-19-2010,19264,2202
962, JANE ST ,, GRANDRAVINE DR ,,07/01/1972,43.747110000,-79.515110000,01-13-2014,14932,797
963, LAKE SHORE BLVD E ,, COXWELL AVE , ASHBRIDGES BAY PARK RD ,06/07/1972,43.662280000,-79.314840000,05-09-2016,18465,293
964, ROGERS RD , 34m WEST OF , BICKNELL AVE , PRIVATE ACCESS ,10/10/1990,43.681930000,-79.474200000,04-13-2016,10522,516
965, LESLIE ST ,, NYMARK AVE ,,06/29/1972,43.778310000,-79.365300000,01-10-2011,14692,318
966, STEELES AVE E ,, MAXOME AVE , HENDERSON AVE ,06/15/1972,43.801060000,-79.406240000,03-26-2014,20094,203
967, JANE ST ,, SHOREHAM DR ,,02/06/1972,43.768840000,-79.520390000,09-20-2017,17925,2428
968, AVENUE RD ,, YORKVILLE AVE , PRIVATE ACCESS ,08/31/1972,43.670480000,-79.394780000,10-18-2016,12869,4860
969, DANFORTH RD ,, SEMINOLE AVE ,,08/31/1972,43.747820000,-79.244500000,05-26-2016,13354,258
970, MARKHAM RD ,, 401 C E MARKHAM RD N RAMP ,,05/27/1971,43.783869404,-79.234925385,06-07-2014,32856,14
971, MARKHAM RD ,, 401 C W MARKHAM RD S RAMP ,,12/22/1971,43.787025152,-79.236202931,03-29-2014,34942,19
972, JANE ST ,, STONG CRT , YORK GATE BLVD ,10/16/1972,43.761920000,-79.518810000,01-13-2014,13856,1516
973, JANE ST ,, HEATHROW DR , CHALKFARM DR ,10/26/1972,43.724900000,-79.509580000,10-20-2014,18009,842
974, EGLINTON AVE W ,, WINCOTT DR , BEMERSYDE DR ,07/20/1972,43.678560000,-79.544920000,12-09-2013,23515,201
975, BURNHAMTHORPE RD ,, OLD BURNHAMTHORPE RD , SATURN RD ,08/24/1972,43.642600000,-79.575920000,11-30-2016,18979,525
976, MARKHAM RD ,, BLAKEMANOR BLVD , PRIVATE ACCESS ,10/23/1972,43.751040000,-79.222240000,04-08-2014,14181,475
977, SCARBOROUGH GOLF CLUB RD ,, BRIMORTON DR ,,08/23/1972,43.769830000,-79.218670000,09-29-2010,9156,772
978, YORK MILLS RD ,, VALENTINE DR , SILVERDALE CRES ,10/23/1972,43.757082954,-79.341368079,03-09-2016,18501,237
979, BATHURST ST ,, CARSCADDEN DR , ELLERSLIE AVE ,06/16/1972,43.765460000,-79.440870000,03-23-2015,18638,275
980, BATHURST ST , 55m NORTH OF , STAFFORD RD ,,10/24/1972,43.770880000,-79.442220000,06-25-2014,17649,195
981, BATHURST ST ,, BAYCREST AVE ,,05/16/1973,43.729630000,-79.432130000,03-31-2015,18651,1584
982, VICTORIA PARK AVE ,, CRESCENT TOWN RD ,,01/22/1973,43.696560000,-79.290460000,08-01-2013,9902,363
983, LAWRENCE AVE E ,, MANSE RD ,,09/27/1972,43.770627600,-79.176257800,10-22-2014,11211,497
984, BAY ST ,, CHARLES ST W ,,08/31/1972,43.668220000,-79.388850000,11-10-2016,13272,14606
985, DIXON RD ,, CHETTA PL , WINCOTT DR ,07/07/1972,43.695850000,-79.552110000,11-29-2016,15838,682
986, STEELES AVE E ,, WILLOWDALE AVE ,,07/17/1972,43.799260000,-79.414440000,03-26-2014,20904,236
987, BIRCHMOUNT RD ,, HUNTINGWOOD DR ,,06/23/1972,43.790450000,-79.302270000,12-10-2016,14889,162
988, DANFORTH RD ,, WOLFE AVE , GORDONRIDGE PL ,10/11/1972,43.727400000,-79.252630000,05-26-2016,10665,925
989, PARK LAWN RD ,, GARDINER E PARK LAWN RD RAMP ,,12/20/1974,43.625647997,-79.486155039,10-06-2016,17018,314
990, MARKHAM RD ,, LUELLA ST , COUGAR CRT ,07/25/1972,43.745070000,-79.219700000,04-08-2014,12478,925
991, WILSON AVE ,, YONGE BLVD ,,11/09/1972,43.741320000,-79.415220000,11-29-2016,16712,1166
992, FINCH AVE W ,, MARTIN GROVE RD ,,06/14/1972,43.736810000,-79.591700000,02-29-2016,19690,2368
993, CHURCH ST ,, GOULD ST ,,07/26/1973,43.658207000,-79.377824200,11-08-2016,7288,23017
994, VICTORIA PARK AVE ,, VAN HORNE AVE , FERNCREST GT ,05/17/1973,43.789270000,-79.329570000,11-03-2010,16025,674
995, LAWRENCE AVE E , 55m WEST OF , MARCOS BLVD ,,04/05/1972,43.752750000,-79.259190000,10-26-2010,17937,869
996, MCCOWAN RD ,, ST ANDREWS RD ,,05/22/1973,43.760070000,-79.246861000,04-29-2015,15117,159
997, ELLESMERE RD ,, BOROUGH APPROACH E ,,04/30/1973,43.771300000,-79.255660000,04-05-2016,16361,147
998, FINCH AVE W ,, GOLDFINCH CRT , TORRESDALE AVE ,10/26/1973,43.772330000,-79.450930000,12-17-2012,18577,1154
999, FINCH AVE E ,, ALAMOSA DR , PINEWAY BLVD ,11/15/1972,43.789180000,-79.373280000,11-30-2016,18138,197
1000, FINCH AVE W ,, ALNESS ST , CHAMPAGNE DR ,08/28/1973,43.767860000,-79.471480000,11-29-2016,24099,1099
1001, ALBION RD ,, FINCH AVE W ,,11/15/1972,43.741170000,-79.589200000,05-24-2016,26513,2920
1002, FINCH AVE W ,, TOBERMORY DR ,,09/14/1973,43.759300000,-79.507920000,02-14-2013,16540,817
1003, SPADINA RD ,, BERNARD AVE ,,09/19/1973,43.672190000,-79.406020000,03-09-2017,9574,1020
1004, LAWRENCE AVE W ,, SHERMOUNT AVE , PRIVATE ACCESS ,09/13/1973,43.716730000,-79.441340000,08-03-2011,18684,624
1005, LAWRENCE AVE E ,, GREENCREST CRCT , GREENHOLM CRCT ,05/31/1973,43.760330000,-79.222970000,04-06-2010,19547,1352
1006, LAWRENCE AVE E , 245m EAST OF , GREENBRAE CRCT , PRIVATE ACCESS ,04/12/1973,43.758760000,-79.230430000,10-06-2010,17512,990
1007, JANE ST ,, YEWTREE BLVD , FIRGROVE CRES ,06/18/1973,43.754860000,-79.517070000,12-16-2014,16393,2131
1008, JANE ST ,, GILTSPUR DR ,,06/06/1973,43.734580000,-79.511900000,12-15-2011,16273,181
1009, MOUNT PLEASANT RD ,, SOUDAN AVE ,,06/20/1973,43.706110000,-79.389240000,01-17-2017,15587,1802
1010, SHEPPARD AVE W ,, ARLETA AVE , NORTHOVER ST ,09/20/1973,43.741570000,-79.501490000,03-05-2014,18208,1591
1011, EGLINTON AVE W ,, BICKNELL AVE , MUNICIPAL DR ,09/07/1973,43.689690000,-79.477170000,11-12-2012,16064,1035
1012, LESLIE ST ,, VAN HORNE AVE , TANGLE BRIARWAY ,08/17/1973,43.783760000,-79.366540000,11-30-2009,16128,289
1013, KINGSTON RD ,, FENWOOD HTS , PRIVATE ACCESS ,09/26/1973,43.727520000,-79.229740000,10-06-2010,22778,974
1014, SHEPPARD AVE E ,, PROVOST DR , AMBROSE RD ,07/30/1981,43.770303050,-79.371466764,03-22-2014,21304,512
1015, VICTORIA PARK AVE ,, FINCH AVE E ,,12/09/1973,43.793170000,-79.331410000,12-03-2016,26024,2183
1016, BLOOR ST W ,, MARKLAND DR ,,06/11/1973,43.633592290,-79.570753276,05-28-2012,11386,280
1017, BELLAMY RD N ,, BRIMORTON DR ,,09/28/1973,43.767460000,-79.239140000,08-10-2016,11683,159
1018, HORNER AVE ,, THIRTIETH ST ,,12/17/1973,43.604280000,-79.533720000,12-01-2009,8574,350
